ID,Applicant_Name,Gender,District,State,Pincode,Ownership,GovtID_Type,ID_Number,Category,Load_Applied,Date_of_Application,Date_of_Approval,Modified_Date,Status,Reviewer_ID,Reviewer_Name,Reviewer_Comments
146,MÓNICA,Male,North,KARNATAKA,560036,JOINT,PASSPORT,138534247,Commercial,3,18-11-2021,03-11-2024,18-12-2021,Approved,1311,Sudhanshu Gupta,Installation pending
147,VINCENT,Male,North,KARNATAKA,560041,JOINT,PASSPORT,739729773,Commercial,5,07-01-2021,31-08-2024,07-02-2021,Approved,4510,VINOD GUPTA,Installation pending
148,JACQUELINE,Male,North,KARNATAKA,560051,INDIVIDUAL,PAN,6900937,Residential,10,11-09-2021,04-07-2024,11-10-2021,Approved,2456,RAHUL SINGH,Installation pending
149,MARIE,Male,North,KARNATAKA,560025,INDIVIDUAL,PAN,8602313,Commercial,2,12-06-2021,20-07-2024,12-07-2021,Approved,1311,Sudhanshu Gupta,Installation pending
150,DEBORAH,Male,North,KARNATAKA,560062,INDIVIDUAL,PAN,3484281,Commercial,9,02-06-2021,27-09-2024,02-07-2021,Connection Released,4510,VINOD GUPTA,Installation completed
151,KATHERINE,Male,North,KARNATAKA,560050,INDIVIDUAL,PASSPORT,711597509,Commercial,7,11-03-2021,21-06-2024,11-04-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
152,WENDY,Male,North,KARNATAKA,560042,INDIVIDUAL,VOTER_ID,75542,Residential,12,10-01-2021,04-09-2024,10-02-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
153,EDDIE,Male,North,KARNATAKA,560001,INDIVIDUAL,AADHAR,4.19E+11,Commercial,1,01-08-2021,03-09-2024,01-09-2021,Approved,2456,RAHUL SINGH,Installation pending
154,CINDY,Male,North,KARNATAKA,560045,INDIVIDUAL,VOTER_ID,70778,Commercial,12,17-06-2021,05-06-2024,17-07-2021,Approved,1460,HEM CHAND,Installation pending
155,ALAN,Male,North,KARNATAKA,560019,INDIVIDUAL,VOTER_ID,95974,Residential,5,13-04-2021,05-10-2024,13-05-2021,Connection Released,1678,Manoj Pandey,Installation completed
156,DEBBIE,Male,North,KARNATAKA,560055,INDIVIDUAL,VOTER_ID,90842,Residential,7,21-09-2021,10-03-2024,21-10-2021,Connection Released,2456,RAHUL SINGH,Installation completed
157,TINA,Male,North,KARNATAKA,560041,INDIVIDUAL,PAN,3603760,Commercial,12,01-02-2021,17-02-2024,01-03-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
158,JIMMY,Male,North,KARNATAKA,560028,INDIVIDUAL,PASSPORT,567517110,Commercial,8,21-12-2021,27-08-2024,21-01-2022,Connection Released,2456,RAHUL SINGH,Installation completed
159,DAWN,Male,North,KARNATAKA,560023,INDIVIDUAL,PAN,3671327,Residential,1,28-01-2021,21-11-2024,28-02-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
160,KATHLEEN,Male,North,KARNATAKA,560038,JOINT,PAN,6786439,Residential,5,01-07-2021,10-07-2024,01-08-2021,Approved,1311,Sudhanshu Gupta,Installation pending
161,DENNIS,Male,North,KARNATAKA,560042,JOINT,VOTER_ID,96070,Residential,12,15-11-2021,19-12-2024,15-12-2021,Approved,4510,VINOD GUPTA,Installation pending
162,CRYSTAL,Male,North,KARNATAKA,560058,INDIVIDUAL,PASSPORT,636147164,Commercial,3,16-04-2021,30-08-2024,16-05-2021,Approved,2456,RAHUL SINGH,Installation pending
163,LESLIE,Male,North,KARNATAKA,560017,INDIVIDUAL,VOTER_ID,95742,Residential,7,03-05-2021,07-04-2024,03-06-2021,Approved,2456,RAHUL SINGH,Installation pending
164,JILL,Male,North,KARNATAKA,560003,INDIVIDUAL,PASSPORT,514965405,Residential,10,03-08-2021,20-02-2024,03-09-2021,Connection Released,2456,RAHUL SINGH,Installation completed
165,ROBIN,Male,North,KARNATAKA,560048,INDIVIDUAL,PAN,2538243,Residential,12,09-08-2021,27-08-2024,09-09-2021,Connection Released,4510,VINOD GUPTA,Installation completed
166,IAN,Male,North,KARNATAKA,560048,INDIVIDUAL,VOTER_ID,76004,Residential,1,18-10-2021,16-11-2024,18-11-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
167,BRYAN,Male,North,KARNATAKA,560019,INDIVIDUAL,VOTER_ID,82040,Commercial,7,26-12-2021,16-09-2024,26-01-2022,Approved,2456,RAHUL SINGH,Installation pending
168,JESSE,Male,North,KARNATAKA,560042,INDIVIDUAL,VOTER_ID,90577,Residential,8,14-08-2021,03-11-2024,14-09-2021,Approved,1678,Manoj Pandey,Installation pending
169,ALEXANDER,Male,North,KARNATAKA,560038,INDIVIDUAL,VOTER_ID,80188,Commercial,1,07-01-2021,24-03-2024,07-02-2021,Connection Released,1460,HEM CHAND,Installation completed
170,HENRY,Male,North,KARNATAKA,560015,JOINT,AADHAR,3.56E+11,Commercial,12,27-04-2021,07-12-2024,27-05-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
171,KRISTIN,Male,North,KARNATAKA,560027,INDIVIDUAL,PAN,7507442,Commercial,6,23-01-2021,03-03-2024,23-02-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
172,PAMELA,Male,North,KARNATAKA,560051,INDIVIDUAL,AADHAR,6.61E+11,Residential,8,19-03-2021,29-07-2024,19-04-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
173,CRAIG,Male,North,KARNATAKA,560035,INDIVIDUAL,AADHAR,7.24E+11,Residential,9,07-11-2021,16-11-2024,07-12-2021,Connection Released,1460,HEM CHAND,Installation completed
174,BETH,Male,North,KARNATAKA,560065,INDIVIDUAL,VOTER_ID,77416,Residential,3,05-04-2021,01-01-2022,05-05-2021,Approved,2456,RAHUL SINGH,Installation pending
175,JANET,Male,North,KARNATAKA,560020,INDIVIDUAL,AADHAR,6.81E+11,Residential,12,15-10-2021,27-05-2024,15-11-2021,Approved,1460,HEM CHAND,Installation pending
176,LORI,Male,North,KARNATAKA,560023,INDIVIDUAL,PAN,9528616,Residential,7,23-09-2021,26-06-2024,23-10-2021,Approved,1460,HEM CHAND,Installation pending
177,JANE,Male,North,KARNATAKA,560029,INDIVIDUAL,VOTER_ID,96836,Commercial,12,22-12-2021,26-08-2024,22-01-2022,Approved,1678,Manoj Pandey,Installation pending
178,GREGORY,Male,North,KARNATAKA,560058,INDIVIDUAL,PAN,1672138,Commercial,12,16-06-2021,20-09-2024,16-07-2021,Connection Released,1678,Manoj Pandey,Installation completed
179,NATASHA,Male,North,KARNATAKA,560050,INDIVIDUAL,PAN,6201560,Commercial,7,07-11-2021,27-11-2024,07-12-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
180,JEN,Male,North,KARNATAKA,560046,INDIVIDUAL,VOTER_ID,89049,Commercial,8,09-07-2021,11-01-2022,09-08-2021,Connection Released,4510,VINOD GUPTA,Installation completed
181,JORDAN,Male,North,KARNATAKA,560057,INDIVIDUAL,AADHAR,6.85E+11,Residential,6,07-10-2021,16-08-2024,07-11-2021,Approved,1311,Sudhanshu Gupta,Installation pending
182,SHAWN,Male,North,KARNATAKA,560052,INDIVIDUAL,PASSPORT,171004150,Residential,12,09-03-2021,23-01-2022,09-04-2021,Approved,2456,RAHUL SINGH,Installation pending
183,KYLE,Male,North,KARNATAKA,560041,JOINT,AADHAR,9.89E+11,Commercial,5,20-08-2021,01-02-2024,20-09-2021,Connection Released,1460,HEM CHAND,Installation completed
184,THERESA,Male,North,KARNATAKA,560043,JOINT,PAN,2329125,Residential,11,07-01-2021,22-07-2024,07-02-2021,Connection Released,1678,Manoj Pandey,Installation completed
185,CAROLINE,Male,North,KARNATAKA,560062,INDIVIDUAL,PASSPORT,953809090,Residential,7,30-12-2021,26-06-2024,30-01-2022,Connection Released,1460,HEM CHAND,Installation completed
186,JOANNE,Male,North,KARNATAKA,560051,INDIVIDUAL,AADHAR,7.99E+11,Commercial,12,29-05-2021,08-05-2024,29-06-2021,Connection Released,1678,Manoj Pandey,Installation completed
187,JOEL,Male,North,KARNATAKA,560009,INDIVIDUAL,PAN,9625550,Commercial,4,22-07-2021,16-09-2024,22-08-2021,Connection Released,4510,VINOD GUPTA,Installation completed
188,ANGEL,Male,North,KARNATAKA,560032,INDIVIDUAL,VOTER_ID,98218,Residential,9,26-03-2021,07-05-2024,26-04-2021,Approved,1678,Manoj Pandey,Installation pending
189,ALICIA,Male,North,KARNATAKA,560024,INDIVIDUAL,VOTER_ID,97034,Commercial,5,01-11-2021,26-11-2024,01-12-2021,Approved,2456,RAHUL SINGH,Installation pending
190,JOEY,Male,North,KARNATAKA,560056,INDIVIDUAL,PASSPORT,266349880,Commercial,6,24-04-2021,27-01-2022,24-05-2021,Approved,1311,Sudhanshu Gupta,Installation pending
191,CARMEN,Male,North,KARNATAKA,560052,INDIVIDUAL,AADHAR,8.65E+11,Commercial,2,27-06-2021,12-07-2024,27-07-2021,Approved,1678,Manoj Pandey,Installation pending
192,KEN,Male,North,KARNATAKA,560042,INDIVIDUAL,VOTER_ID,88167,Commercial,5,18-05-2021,26-08-2024,18-06-2021,Connection Released,1460,HEM CHAND,Installation completed
193,ELLEN,Male,North,KARNATAKA,560015,JOINT,PAN,1831541,Residential,10,21-11-2021,15-06-2024,21-12-2021,Connection Released,2456,RAHUL SINGH,Installation completed
194,LINDSAY,Male,North,KARNATAKA,560020,INDIVIDUAL,PASSPORT,737203164,Commercial,9,06-09-2021,09-03-2024,06-10-2021,Connection Released,4510,VINOD GUPTA,Installation completed
195,VALERIE,Male,North,KARNATAKA,560031,INDIVIDUAL,VOTER_ID,85927,Residential,10,29-09-2021,27-11-2024,29-10-2021,Approved,1311,Sudhanshu Gupta,Installation pending
196,ANN,Male,North,KARNATAKA,560061,INDIVIDUAL,VOTER_ID,78698,Residential,1,25-04-2021,17-05-2024,25-05-2021,Approved,4510,VINOD GUPTA,Installation pending
197,TRACY,Male,North,KARNATAKA,560036,INDIVIDUAL,AADHAR,3.88E+11,Residential,9,05-05-2021,26-08-2024,05-06-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
198,COURTNEY,Male,North,KARNATAKA,560003,INDIVIDUAL,VOTER_ID,82240,Commercial,2,26-07-2021,30-06-2024,26-08-2021,Approved,4510,VINOD GUPTA,Installation pending
199,MELANIE,Male,North,KARNATAKA,560031,INDIVIDUAL,PASSPORT,214914488,Residential,9,28-05-2021,22-09-2024,28-06-2021,Approved,1678,Manoj Pandey,Installation pending
200,BENJAMIN,Male,North,KARNATAKA,560004,INDIVIDUAL,AADHAR,9.44E+11,Residential,10,17-12-2021,31-01-2022,17-01-2022,Approved,1460,HEM CHAND,Installation pending
201,PHILIP,Male,North,KARNATAKA,560048,INDIVIDUAL,PASSPORT,268712464,Residential,3,25-01-2021,12-07-2024,25-02-2021,Approved,2456,RAHUL SINGH,Installation pending
202,JEAN,Male,North,KARNATAKA,560043,INDIVIDUAL,VOTER_ID,93499,Commercial,7,29-12-2021,09-06-2024,29-01-2022,Connection Released,4510,VINOD GUPTA,Installation completed
203,KENNETH,Male,North,KARNATAKA,560006,INDIVIDUAL,AADHAR,1.87E+11,Residential,4,07-04-2021,22-06-2024,07-05-2021,Connection Released,2456,RAHUL SINGH,Installation completed
204,SHANNON,Male,North,KARNATAKA,560030,INDIVIDUAL,PASSPORT,786547609,Residential,10,05-09-2021,28-02-2024,05-10-2021,Connection Released,2456,RAHUL SINGH,Installation completed
205,LARRY,Male,North,KARNATAKA,560001,INDIVIDUAL,PAN,2196970,Commercial,2,14-01-2021,02-03-2024,14-02-2021,Approved,1311,Sudhanshu Gupta,Installation pending
206,STACEY,Male,North,KARNATAKA,560021,INDIVIDUAL,VOTER_ID,99574,Residential,1,05-08-2021,11-07-2024,05-09-2021,Approved,2456,RAHUL SINGH,Installation pending
207,WILL,Male,North,KARNATAKA,560008,JOINT,AADHAR,3.88E+11,Residential,4,01-06-2021,28-02-2024,01-07-2021,Connection Released,1460,HEM CHAND,Installation completed
208,ALISON,Male,North,KARNATAKA,560001,INDIVIDUAL,PAN,8174983,Residential,1,10-10-2021,11-08-2024,10-11-2021,Connection Released,4510,VINOD GUPTA,Installation completed
209,ALEXIS,Male,North,KARNATAKA,560003,INDIVIDUAL,AADHAR,9.01E+11,Residential,3,28-01-2021,30-06-2024,28-02-2021,Connection Released,2456,RAHUL SINGH,Installation completed
210,BOB,Male,North,KARNATAKA,560048,INDIVIDUAL,AADHAR,2.79E+11,Residential,9,12-05-2021,27-06-2024,12-06-2021,Connection Released,2456,RAHUL SINGH,Installation completed
211,RAYMOND,Male,North,KARNATAKA,560034,INDIVIDUAL,PASSPORT,45239882,Commercial,5,25-02-2021,25-07-2024,25-03-2021,Connection Released,1678,Manoj Pandey,Installation completed
212,GRACE,Male,North,KARNATAKA,560023,INDIVIDUAL,PASSPORT,607651256,Residential,12,03-09-2021,24-05-2024,03-10-2021,Approved,2456,RAHUL SINGH,Installation pending
213,JUDY,Male,North,KARNATAKA,560003,INDIVIDUAL,PAN,3703652,Commercial,3,27-02-2021,30-01-2022,27-03-2021,Approved,1678,Manoj Pandey,Installation pending
214,MARGARET,Male,North,KARNATAKA,560022,INDIVIDUAL,AADHAR,4.13E+11,Residential,1,13-12-2021,05-09-2024,13-01-2022,Approved,2456,RAHUL SINGH,Installation pending
215,VERÓNICA,Male,North,KARNATAKA,560046,INDIVIDUAL,AADHAR,8.72E+11,Residential,1,16-09-2021,13-04-2024,16-10-2021,Approved,1311,Sudhanshu Gupta,Installation pending
216,ALI,Male,North,KARNATAKA,560045,INDIVIDUAL,PASSPORT,22804188,Residential,8,23-06-2021,23-08-2024,23-07-2021,Connection Released,1460,HEM CHAND,Installation completed
217,ANNIE,Male,North,KARNATAKA,560001,INDIVIDUAL,VOTER_ID,93761,Residential,4,30-04-2021,15-10-2024,30-05-2021,Connection Released,2456,RAHUL SINGH,Installation completed
218,HELEN,Male,North,KARNATAKA,560002,INDIVIDUAL,VOTER_ID,89102,Residential,1,25-02-2021,09-01-2022,25-03-2021,Connection Released,1460,HEM CHAND,Installation completed
219,JORGE,Male,North,KARNATAKA,560003,JOINT,PASSPORT,662438660,Residential,6,03-07-2021,17-05-2024,03-08-2021,Approved,1678,Manoj Pandey,Installation pending
220,MAX,Male,North,KARNATAKA,560054,INDIVIDUAL,AADHAR,2.15E+11,Residential,6,05-06-2021,25-01-2022,05-07-2021,Approved,1311,Sudhanshu Gupta,Installation pending
221,EVAN,Male,North,KARNATAKA,560046,INDIVIDUAL,VOTER_ID,81124,Residential,7,08-09-2021,26-04-2024,08-10-2021,Connection Released,4510,VINOD GUPTA,Installation completed
222,JOHNNY,Male,North,KARNATAKA,560027,INDIVIDUAL,AADHAR,9.91E+11,Commercial,8,09-09-2021,18-06-2024,09-10-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
223,JOANNA,Male,North,KARNATAKA,560034,INDIVIDUAL,AADHAR,8.59E+11,Commercial,11,10-07-2021,08-07-2024,10-08-2021,Connection Released,1678,Manoj Pandey,Installation completed
224,CLAUDIA,Male,North,KARNATAKA,560017,INDIVIDUAL,PAN,7867655,Residential,5,26-01-2021,07-09-2024,26-02-2021,Approved,1311,Sudhanshu Gupta,Installation pending
225,CAROLYN,Male,North,KARNATAKA,560039,INDIVIDUAL,VOTER_ID,86494,Commercial,10,27-02-2021,29-12-2024,27-03-2021,Approved,1460,HEM CHAND,Installation pending
226,ERIKA,Male,North,KARNATAKA,560016,INDIVIDUAL,PAN,4654911,Commercial,11,18-08-2021,01-02-2024,18-09-2021,Approved,1678,Manoj Pandey,Installation pending
227,RON,Male,North,KARNATAKA,560044,INDIVIDUAL,AADHAR,9.02E+11,Residential,1,06-05-2021,30-11-2024,06-06-2021,Approved,2456,RAHUL SINGH,Installation pending
228,TIMOTHY,Male,North,KARNATAKA,560007,INDIVIDUAL,VOTER_ID,87098,Commercial,7,27-05-2021,04-02-2024,27-06-2021,Connection Released,2456,RAHUL SINGH,Installation completed
229,JÉRRY,Male,North,KARNATAKA,560052,INDIVIDUAL,AADHAR,6.89E+11,Residential,9,21-04-2021,01-02-2022,21-05-2021,Connection Released,1678,Manoj Pandey,Installation completed
230,RAY,Male,North,KARNATAKA,560064,INDIVIDUAL,VOTER_ID,76563,Commercial,10,08-04-2021,07-12-2024,08-05-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
231,ANDRE,Male,North,KARNATAKA,560054,INDIVIDUAL,PAN,2614921,Commercial,9,05-09-2021,19-05-2024,05-10-2021,Approved,1678,Manoj Pandey,Installation pending
232,RICH,Male,North,KARNATAKA,560041,INDIVIDUAL,PASSPORT,410561927,Residential,10,04-03-2021,24-07-2024,04-04-2021,Approved,2456,RAHUL SINGH,Installation pending
233,LOUIS,Male,North,KARNATAKA,560052,JOINT,VOTER_ID,82008,Residential,2,13-10-2021,30-11-2024,13-11-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
234,TOMMY,Male,North,KARNATAKA,560026,INDIVIDUAL,PAN,7370890,Commercial,9,14-12-2021,20-08-2024,14-01-2022,Connection Released,1678,Manoj Pandey,Installation completed
235,MARTIN,Male,North,KARNATAKA,560062,INDIVIDUAL,AADHAR,6.86E+11,Residential,3,17-08-2021,02-01-2022,17-09-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
236,MAUREEN,Male,North,KARNATAKA,560002,INDIVIDUAL,AADHAR,7.81E+11,Residential,9,03-07-2021,28-01-2022,03-08-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
237,MÏGÛÉL,Male,North,KARNATAKA,560022,INDIVIDUAL,AADHAR,8.51E+11,Residential,6,06-04-2021,22-08-2024,06-05-2021,Connection Released,4510,VINOD GUPTA,Installation completed
238,CHERYL,Male,North,KARNATAKA,560043,INDIVIDUAL,PAN,3581928,Commercial,8,23-04-2021,21-07-2024,23-05-2021,Approved,1678,Manoj Pandey,Installation pending
239,CATHY,Male,North,KARNATAKA,560007,INDIVIDUAL,AADHAR,7.51E+11,Commercial,5,26-05-2021,03-01-2022,26-06-2021,Approved,1311,Sudhanshu Gupta,Installation pending
240,EILEEN,Male,North,KARNATAKA,560058,INDIVIDUAL,AADHAR,2.43E+11,Commercial,2,03-11-2021,04-03-2024,03-12-2021,Approved,1311,Sudhanshu Gupta,Installation pending
241,TODD,Male,North,KARNATAKA,560018,JOINT,AADHAR,5.53E+11,Commercial,11,01-10-2021,11-10-2024,01-11-2021,Connection Released,1678,Manoj Pandey,Installation completed
242,BÏLLY,Male,North,KARNATAKA,560018,INDIVIDUAL,AADHAR,9.45E+11,Commercial,8,21-03-2021,04-09-2024,21-04-2021,Connection Released,2456,RAHUL SINGH,Installation completed
243,TANYA,Male,North,KARNATAKA,560050,INDIVIDUAL,AADHAR,4.47E+11,Commercial,2,03-10-2021,08-06-2024,03-11-2021,Connection Released,1678,Manoj Pandey,Installation completed
244,PAULA,Male,North,KARNATAKA,560022,INDIVIDUAL,VOTER_ID,86755,Commercial,1,10-04-2021,23-01-2022,10-05-2021,Approved,2456,RAHUL SINGH,Installation pending
245,SANDY,Male,North,KARNATAKA,560038,INDIVIDUAL,PASSPORT,603469165,Residential,9,22-07-2021,23-07-2024,22-08-2021,Approved,4510,VINOD GUPTA,Installation pending
246,SUZANNE,Male,North,KARNATAKA,560014,INDIVIDUAL,PAN,5746207,Commercial,7,31-07-2021,02-04-2024,31-08-2021,Connection Released,4510,VINOD GUPTA,Installation completed
247,CHARLIE,Male,North,KARNATAKA,560050,INDIVIDUAL,VOTER_ID,93311,Commercial,6,04-06-2021,05-12-2024,04-07-2021,Connection Released,1678,Manoj Pandey,Installation completed
248,JASMINE,Male,North,KARNATAKA,560020,INDIVIDUAL,AADHAR,3.31E+11,Residential,2,20-06-2021,18-06-2024,20-07-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
249,EVELYN,Male,North,KARNATAKA,560045,INDIVIDUAL,VOTER_ID,95488,Residential,10,27-08-2021,05-11-2024,27-09-2021,Connection Released,1460,HEM CHAND,Installation completed
250,SABRINA,Male,North,KARNATAKA,560005,INDIVIDUAL,VOTER_ID,86266,Residential,7,21-05-2021,28-02-2024,21-06-2021,Connection Released,1460,HEM CHAND,Installation completed
251,NINA,Male,North,KARNATAKA,560041,INDIVIDUAL,AADHAR,5.90E+11,Commercial,2,22-06-2021,14-05-2024,22-07-2021,Approved,1460,HEM CHAND,Installation pending
252,RENEE,Male,North,KARNATAKA,560018,INDIVIDUAL,AADHAR,9.67E+11,Residential,2,30-10-2021,09-02-2024,30-11-2021,Approved,2456,RAHUL SINGH,Installation pending
253,RICK,Male,North,KARNATAKA,560016,INDIVIDUAL,PASSPORT,25169447,Residential,5,03-07-2021,15-02-2024,03-08-2021,Approved,1311,Sudhanshu Gupta,Installation pending
254,MONIQUE,Male,North,KARNATAKA,560026,INDIVIDUAL,AADHAR,1.78E+11,Commercial,7,21-01-2021,19-06-2024,21-02-2021,Approved,2456,RAHUL SINGH,Installation pending
255,LEE,Male,North,KARNATAKA,560018,JOINT,VOTER_ID,74005,Residential,6,04-08-2021,29-12-2024,04-09-2021,Connection Released,2456,RAHUL SINGH,Installation completed
256,BOBBY,Male,North,KARNATAKA,560051,INDIVIDUAL,PASSPORT,416619713,Residential,11,03-08-2021,15-04-2024,03-09-2021,Connection Released,2456,RAHUL SINGH,Installation completed
257,BRITTANY,Male,North,KARNATAKA,560048,INDIVIDUAL,PAN,5985110,Commercial,11,05-05-2021,28-08-2024,05-06-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
258,ED,Male,North,KARNATAKA,560036,INDIVIDUAL,PAN,9396273,Commercial,2,09-08-2021,19-11-2024,09-09-2021,Approved,1678,Manoj Pandey,Installation pending
259,MARIO,Male,North,KARNATAKA,560056,INDIVIDUAL,PASSPORT,884108221,Residential,6,28-07-2021,27-02-2024,28-08-2021,Approved,1311,Sudhanshu Gupta,Installation pending
260,EDWIN,Male,North,KARNATAKA,560052,JOINT,AADHAR,5.42E+11,Residential,5,05-09-2021,17-11-2024,05-10-2021,Connection Released,1678,Manoj Pandey,Installation completed
261,DEBRA,Male,North,KARNATAKA,560013,INDIVIDUAL,PASSPORT,57779144,Commercial,7,14-08-2021,27-05-2024,14-09-2021,Approved,1678,Manoj Pandey,Installation pending
262,DEREK,Male,North,KARNATAKA,560062,INDIVIDUAL,AADHAR,8.72E+11,Commercial,9,03-10-2021,24-03-2024,03-11-2021,Approved,4510,VINOD GUPTA,Installation pending
263,STACY,Male,North,KARNATAKA,560064,INDIVIDUAL,AADHAR,1.37E+11,Commercial,2,12-09-2021,09-07-2024,12-10-2021,Approved,2456,RAHUL SINGH,Installation pending
264,JOAN,Male,North,KARNATAKA,560010,INDIVIDUAL,VOTER_ID,82174,Commercial,2,04-08-2021,24-01-2022,04-09-2021,Approved,1311,Sudhanshu Gupta,Installation pending
265,PAT,Male,North,KARNATAKA,560063,INDIVIDUAL,AADHAR,1.22E+11,Commercial,7,10-02-2021,19-04-2024,10-03-2021,Connection Released,1678,Manoj Pandey,Installation completed
266,GABRIEL,Male,North,KARNATAKA,560048,INDIVIDUAL,PAN,3572447,Commercial,11,17-01-2021,29-05-2024,17-02-2021,Connection Released,4510,VINOD GUPTA,Installation completed
267,KENNY,Male,North,KARNATAKA,560030,INDIVIDUAL,AADHAR,1.00E+12,Commercial,9,27-07-2021,13-01-2022,27-08-2021,Connection Released,4510,VINOD GUPTA,Installation completed
268,OMAR,Male,North,KARNATAKA,560028,INDIVIDUAL,VOTER_ID,81860,Commercial,11,16-11-2021,02-11-2024,16-12-2021,Approved,1678,Manoj Pandey,Installation pending
269,JAKE,Male,North,KARNATAKA,560039,INDIVIDUAL,AADHAR,2.89E+11,Residential,7,28-04-2021,21-09-2024,28-05-2021,Approved,4510,VINOD GUPTA,Installation pending
270,JAIME,Male,North,KARNATAKA,560004,INDIVIDUAL,PAN,8424260,Residential,12,21-10-2021,21-11-2024,21-11-2021,Connection Released,1460,HEM CHAND,Installation completed
271,LEAH,Male,North,KARNATAKA,560035,INDIVIDUAL,PAN,8203566,Residential,2,06-08-2021,08-04-2024,06-09-2021,Approved,1460,HEM CHAND,Installation pending
272,ALICE,Male,North,KARNATAKA,560065,INDIVIDUAL,AADHAR,3.87E+11,Commercial,2,22-01-2021,24-02-2024,22-02-2021,Approved,1678,Manoj Pandey,Installation pending
